神说 要有光
 
 {  2801.000       ,  9.686          
 },{  4318001.000    ,  4.287          
 },{  4318201.000    ,  4.288          
 },{  4318401.000    ,  4.288          
 },{  4318601.000    ,  4.288          
 },{  4318901.000    ,  4.288          
 },{  4319101.000    ,  4.288          
 },{  4319301.000    ,  4.288          
 },{  4319601.000    ,  4.288          
 },{  4319801.000    ,  4.288          
 },{  4320001.000    ,  4.287          
 },{  4320301.000    ,  4.288          
 },{  4320501.000    ,  4.288          
 },{  4320701.000    ,  4.288          
 },{  4320901.000    ,  4.288          
 },{  4321201.000    ,  4.288          
 },{  4321401.000    ,  4.288          
 },{  4321601.000    ,  4.288          
 },{  4321801.000    ,  4.288          
 },{  4322101.000    ,  4.288          
 },{  4322301.000    ,  4.288          
 },{  4322501.000    ,  4.288          
 },{  4322801.000    ,  4.288          
 },{  4323001.000    ,  4.287          
 },{  4323201.000    ,  4.288          
 },{  4323401.000    ,  4.288          
 },{  4323701.000    ,  4.288          
 },{  4323901.000    ,  4.288          
 },{  4324101.000    ,  4.288          
 },{  4324301.000    ,  4.288          
 },{  4324601.000    ,  4.288          
 },{  4324801.000    ,  4.288          
 },{  4325101.000    ,  4.288          
 },{  4325301.000    ,  4.288          
 },{  4325601.000    ,  4.288          
 },{  4325801.000    ,  4.288          
 },{  4326001.000    ,  4.287          
 },{  4326201.000    ,  4.288          
 },{  4326501.000    ,  4.288          
 },{  4326701.000    ,  4.288          
 },{  4327001.000    ,  4.287          
 },{  4327201.000    ,  4.288          
 },{  4327401.000    ,  4.288          
 },{  4327601.000    ,  4.288          
 },{  4327901.000    ,  4.288          
 },{  4328101.000    ,  4.288          
 },{  4328301.000    ,  4.288          
 },{  4328501.000    ,  4.288          
 },{  4328801.000    ,  4.288          
 },{  4329001.000    ,  4.287          
 },{  4329201.000    ,  4.288          
 },{  4329401.000    ,  4.288          
 },{  4329601.000    ,  4.288          
 },{  4329901.000    ,  4.288          
 },{  4330101.000    ,  4.288          
 },{  4330301.000    ,  4.288          
 },{  4330501.000    ,  4.288          
 },{  4330801.000    ,  4.288          
 },{  4331001.000    ,  4.287          
 },{  4331201.000    ,  4.288          
 },{  4331401.000    ,  4.288          
 },{  4331601.000    ,  4.288          
 },{  4331901.000    ,  4.288          
 },{  4332101.000    ,  4.288          
 },{  4332401.000    ,  4.288          
 },{  4332601.000    ,  4.288          
 },{  4332901.000    ,  4.288          
 },{  4333101.000    ,  4.288          
 },{  4333301.000    ,  4.288          
 },{  4333601.000    ,  4.288          
 },{  4333801.000    ,  4.288          
 },{  4334001.000    ,  4.287          
 },{  4334301.000    ,  4.288          
 },{  4334501.000    ,  4.288          
 },{  4334701.000    ,  4.288          
 },{  4334901.000    ,  4.288          
 },{  4335201.000    ,  4.288          
 },{  4335401.000    ,  4.288          
 },{  4335601.000    ,  4.288          
 },{  4335801.000    ,  4.288          
 },{  4336101.000    ,  4.288          
 },{  4336301.000    ,  4.288          
 },{  4336501.000    ,  4.288          
 },{  4336801.000    ,  4.288          
 },{  4337001.000    ,  4.287          
 },{  4337201.000    ,  4.288          
 },{  4337401.000    ,  4.288          
 },{  4337701.000    ,  4.288          
 },{  4337901.000    ,  4.288          
 },{  4338101.000    ,  4.288          
 },{  4338401.000    ,  4.288          
 },{  4338601.000    ,  4.288          
 },{  4338801.000    ,  4.288          
 },{  4339001.000    ,  4.287          
 },{  4339301.000    ,  4.288          
 },{  4339601.000    ,  4.288          
 },{  4339801.000    ,  4.288          
 },{  4340001.000    ,  4.287          
 },{  4340301.000    ,  4.288          
 },{  4340501.000    ,  4.288          
 },{  4340701.000    ,  4.288          
 },{  4340901.000    ,  4.288          
 },{  4341201.000    ,  4.288          
 },{  4341401.000    ,  4.288          
 },{  4341601.000    ,  4.288          
 },{  4341901.000    ,  4.288          
 },{  4342101.000    ,  4.288          
 },{  4342301.000    ,  4.288          
 },{  4342601.000    ,  4.288          
 },{  4342801.000    ,  4.288          
 },{  4343001.000    ,  4.287          
 },{  4343201.000    ,  4.288          
 },{  4343501.000    ,  4.288          
 },{  4343701.000    ,  4.288          
 },{  4343901.000    ,  4.288          
 },{  4344101.000    ,  4.288          
 },{  4344401.000    ,  4.288          
 },{  4344601.000    ,  4.288          
 },{  4344801.000    ,  4.288          
 },{  4345101.000    ,  4.288          
 },{  4345301.000    ,  4.288          
 },{  4345501.000    ,  4.288          
 },{  4345701.000    ,  4.288          
 },{  4346001.000    ,  4.287          
 },{  4346201.000    ,  4.288          
 },{  4346401.000    ,  4.288          
 },{  4346701.000    ,  4.288          
 },{  4347001.000    ,  4.287          
 },{  4347201.000    ,  4.288          
 },{  4347401.000    ,  4.288          
 },{  4347601.000    ,  4.288          
 },{  4347901.000    ,  4.288          
 },{  4348101.000    ,  4.288          
 },{  4348401.000    ,  4.288          
 },{  4348601.000    ,  4.288          
 },{  4348801.000    ,  4.288          
 },{  4349001.000    ,  4.287          
 },{  4349301.000    ,  4.288          
 },{  4349501.000    ,  4.288          
 },{  4349701.000    ,  4.288          
 },{  4349901.000    ,  4.288          
 },{  4350201.000    ,  4.288          
 },{  4350401.000    ,  4.288          
 },{  4350601.000    ,  4.288          
 },{  4350901.000    ,  4.288          
 },{  4351101.000    ,  4.288          
 },{  4351301.000    ,  4.288          
 },{  4351501.000    ,  4.288          
 },{  4351801.000    ,  4.288          
 },{  4352001.000    ,  4.287          
 },{  4352201.000    ,  4.288          
 },{  4352401.000    ,  4.288          
 },{  4352701.000    ,  4.288          
 },{  4352901.000    ,  4.288          
 },{  4353101.000    ,  4.288          
 },{  4353401.000    ,  4.288          
 },{  4353601.000    ,  4.288          
 },{  4353801.000    ,  4.288          
 },{  4354001.000    ,  4.287          
 },{  4354301.000    ,  4.288          
 },{  4354501.000    ,  4.288          
 },{  4354701.000    ,  4.288          
 },{  4354901.000    ,  4.288          
 },{  4355201.000    ,  4.288          
 },{  4355401.000    ,  4.288          
 },{  4355701.000    ,  4.288          
 },{  4355901.000    ,  4.288          
 },{  4356101.000    ,  4.288          
 },{  4356301.000    ,  4.288          
 },{  4356601.000    ,  4.288          
 },{  4356801.000    ,  4.288          
 },{  4357001.000    ,  4.287          
 },{  4357201.000    ,  4.288          
 },{  4357501.000    ,  4.288          
 },{  4357701.000    ,  4.288          
 },{  4357901.000    ,  4.288          
 },{  4358101.000    ,  4.288          
 },{  4358401.000    ,  4.288          
 },{  4358601.000    ,  4.288          
 },{  4358801.000    ,  4.288          
 },{  4359101.000    ,  4.288          
 },{  4359301.000    ,  4.288          
 },{  4359501.000    ,  4.288          
 },{  4359701.000    ,  4.288          
 },{  4360001.000    ,  4.287          
 },{  4360201.000    ,  4.288          
 },{  4360401.000    ,  4.288          
 },{  4360701.000    ,   ,  4.287          
 },{  4625201.000    ,  4.287          
 },{  4625401.000    ,  4.288          
 },{  4625701.000    ,  4.288          
 },{  4625901.000    ,  4.288          
 },{  4626101.000    ,  4.287          
 },{  4626401.000    ,  4.288          
 },{  4626601.000    ,  4.288          
 },{  4626801.000    ,  4.288          
 },{  4627101.000    ,  4.287          
 },{  4627401.000    ,  4.288          
 },{  4627601.000    ,  4.288          
 },{  4627801.000    ,  4.288          
 },{  4628001.000    ,  4.287          
 },{  4628301.000    ,  4.288          
 },{  4628501.000    ,  4.288          
 },{  4628701.000    ,  4.288          
 },{  4629001.000    ,  4.287          
 },{  4629201.000    ,  4.287          
 },{  4629401.000    ,  4.288          
 },{  4629701.000    ,  4.288          
 },{  4629901.000    ,  4.288          
 },{  4630101.000    ,  4.287          
 },{  4630301.000    ,  4.288          
 },{  4630601.000    ,  4.288          
 },{  4630801.000    ,  4.288          
 },{  4631001.000    ,  4.287          
 },{  4631201.000    ,  4.287          
 },{  4631501.000    ,  4.288          
 },{  4631701.000    ,  4.288          
 },{  4631901.000    ,  4.288          
 },{  4632201.000    ,  4.287          
 },{  4632401.000    ,  4.288          
 },{  4632601.000    ,  4.288          
 },{  4632801.000    ,  4.288          
 },{  4633101.000    ,  4.287          
 },{  4633301.000    ,  4.288          
 },{  4633501.000    ,  4.288          
 },{  4633701.000    ,  4.288          
 },{  4634001.000    ,  4.287          
 },{  4634301.000    ,  4.288          
 },{  4634501.000    ,  4.288          
 },{  4634701.000    ,  4.288          
 },{  4635001.000    ,  4.287          
 },{  4635201.000    ,  4.287          
 },{  4635401.000    ,  4.288          
 },{  4635701.000    ,  4.288          
 },{  4635901.000    ,  4.288          
 },{  4636201.000    ,  4.287          
 },{  4636401.000    ,  4.288          
 },{  4636701.000    ,  4.288          
 },{  4636901.000    ,  4.288          
 },{  4637101.000    ,  4.287          
 },{  4637301.000    ,  4.288          
 },{  4637601.000    ,  4.288          
 },{  4637801.000    ,  4.288          
 },{  4638001.000    ,  4.287          
 },{  4638301.000    ,  4.288          
 },{  4638501.000    ,  4.288          
 },{  4638701.000    ,  4.288          
 },{  4639001.000    ,  4.287          
 },{  4639201.000    ,  4.287          
 },{  4639401.000    ,  4.288          
 },{  4639601.000    ,  4.288          
 },{  4639901.000    ,  4.288          
 },{  4640101.000    ,  4.287          
 },{  4640301.000    ,  4.288          
 },{  4640601.000    ,  4.288          
 },{  4640801.000    ,  4.288          
 },{  4641001.000    ,  4.287          
 },{  4641201.000    ,  4.287          
 },{  4641501.000    ,  4.288          
 },{  4641801.000    ,  4.288          
 },{  4642001.000    ,  4.287          
 },{  4642201.000    ,  4.287          
 },{  4642501.000    ,  4.288          
 },{  4642701.000    ,  4.288          
 },{  4642901.000    ,  4.288          
 },{  4643201.000    ,  4.287          
 },{  4643401.000    ,  4.288          
 },{  4643601.000    ,  4.288          
 },{  4643801.000    ,  4.288          
 },{  4644101.000    ,  4.287          
 },{  4644301.000    ,  4.288          
 },{  4644501.000    ,  4.288          
 },{  4644801.000    ,  4.288          
 },{  4645001.000    ,  4.287          
 },{  4645201.000    ,  4.287          
 },{  4645401.000    ,  4.288          
 },{  4645701.000    ,  4.288          
 },{  4645901.000    ,  4.288          
 },{  4646101.000    ,  4.287          
 },{  4646301.000    ,  4.288          
 },{  4646601.000    ,  4.288          
 },{  4646801.000    ,  4.288          
 },{  4647001.000    ,  4.287          
 },{  4647301.000    ,  4.288          
 },{  4647501.000    ,  4.288          
 },{  4647701.000    ,  4.288          
 },{  4647901.000    ,  4.288          
 },{  4648201.000    ,  4.287          
 },{  4648401.000    ,  4.288          
 },{  4648601.000    ,  4.288          
 },{  4648901.000    ,  4.288          
 },{  4649201.000    ,  4.287          
 },{  4649401.000    ,  4.288          
 },{  4649601.000    ,  4.288          
 },{  4649801.000    ,  4.288          
 },{  4650101.000    ,  4.287          
 },{  4650301.000    ,  4.288          
 },{  4650601.000    ,  4.288          
 },{  4650801.000    ,  4.288          
 },{  4651001.000    ,  4.287          
 },{  4651201.000    ,  4.287          
 },{  4651501.000    ,  4.288          
 },{  4651701.000    ,  4.288          
 },{  4651901.000    ,  4.288          
 },{  4652101.000    ,  4.287          
 },{  4652401.000    ,  4.288          
 },{  4652601.000    ,  4.288          
 },{  4652801.000    ,  4.288          
 },{  4653101.000    ,  4.287          
 },{  4653301.000    ,  4.288          
 },{  4653501.000    ,  4.288          
 },{  4653701.000    ,  4.288          
 },{  4654001.000    ,  4.287          
 },{  4654201.000    ,  4.287          
 },{  4654401.000    ,  4.288          
 },{  4654701.000    ,  4.288          
 },{  4654901.000    ,  4.288          
 },{  4655101.000    ,  4.287          
 },{  4655301.000    ,  4.288          
 },{  4655601.000    ,  4.288          
 },{  4655801.000    ,  4.288          
 },{  4656101.000    ,  4.287          
 },{  4656301.000    ,  4.288          
 },{  4656601.000    ,  4.288          
 },{  4656801.000    ,  4.288          
 },{  4657001.000    ,  4.287          
 },{  4657201.000    ,  4.287          
 },{  4657501.000    ,  4.288          
 },{  4657701.000    ,  4.288          
 },{  4657901.000    ,  4.288          
 },{  4658201.000    ,  4.287          
 },{  4658401.000    ,  4.288          
 },{  4658601.000    ,  4.288          
 },{  4658801.000    ,  4.288          
 },{  4659101.000    ,  4.287          
 },{  4659301.000    ,  4.288          
 },{  4659501.000    ,  4.288          
 },{  4659701.000    ,  4.288          
 },{  4660001.000    ,  4.287          
 },{  4660201.000    ,  4.287          
 },{  4660401.000    ,  4.288          
 },{  4660601.000    ,  4.288          
 },{  4660901.000    ,  4.288          
 },{  4661101.000    ,  4.287          
 },{  4661301.000    ,  4.288          
 },{  4661501.000    ,  4.288          
 },{  4661801.000    ,  4.288          
 },{  4662001.000    ,  4.287          
 },{  4662201.000    ,  4.287          
 },{  4662401.000    ,  4.288          
 },{  4662601.000    ,  4.288          
 },{  4662901.000    ,  4.288          
 },{  4663101.000    ,  4.287          
 },{  4663401.000    ,  4.288          
 },{  4663601.000    ,  4.288          
 },{  4663901.000    ,  4.288          
 },{  4664101.000    ,  4.287          
 },{  4664301.000    ,  4.288          
 },{  4664601.000    ,  4.288          
 },{  4664801.000    ,  4.288          
 },{  4665001.000    ,  4.287          
 },{  4665301.000    ,  4.288          
 },{  4665501.000    ,  4.288          
 },{  4665701.000    ,  4.288          
 },{  4665901.000    ,  4.288          
 },{  4666201.000    ,  4.287          
 },{  4666401.000    ,  4.288          
 },{  4666601.000    ,  4.288          
 },{  4666901.000    ,  4.288          
 },{  4667101.000    ,  4.287          
 },{  4667301.000    ,  4.288          
 },{  4667501.000    ,  4.288          
 },{  4667801.000    ,  4.288          
 },{  4668001.000    ,  4.287          
 },{  4668201.000    ,  4.287          
 },{  4668501.000    ,  4.288          
 },{  4668701.000    ,  4.288          
 },{  4668901.000    ,  4.288          
 },{  4669101.000    ,  4.287          
 },{  4669401.000    ,  4.288          
 },{  4669601.000    ,  4.288          
 },{  4669801.000    ,  4.288          
 },{  4670001.000    ,  4.287          
 },{  4670301.000    ,  4.288          
 },{  4670601.000    ,  4.288          
 },{  4670801.000    ,  4.288          
 },{  4671001.000    ,  4.287          
 },{  4671301.000    ,  4.288          
 },{  4671501.000    ,  4.288          
 },{  4671701.000    ,  4.288          
 },{  4672001.000    ,  4.287          
 },{  4672201.000    ,  4.287          
 },{  4672401.000    ,  4.288          
 },{  4672701.000    ,  4.288          
 },{  4672901.000    ,  4.288          
 },{  4673101.000    ,  4.287          
 },{  4673301.000    ,  4.288          
 },{  4673601.000    ,  4.288          
 },{  4673801.000    ,  4.288          
 },{  4674001.000    ,  4.287          
 },{  4674201.000    ,  4.287          
 },{  4674501.000    ,  4.288          
 },{  4674701.000    ,  4.288          
 },{  4674901.000    ,  4.288          
 },{  4675201.000    ,  4.287          
 },{  4675401.000    ,  4.288          
 },{  4675601.000    ,  4.288          
 },{  4675801.000    ,  4.288          
 },{  4676101.000    ,  4.287          
 },{  4676301.000    ,  4.288          
 },{  4676501.000    ,  4.288          
 },{  4676701.000    ,  4.288          
 },{  4677001.000    ,  4.287          
 },{  4677201.000    ,  4.287          
 },{  4677401.000    ,  4.288          
 },{  4677801.000    ,  4.288          
 },{  4678001.000    ,  4.287          
 },{  4678201.000    ,  4.287          
 },{  4678401.000    ,  4.288          
 },{  4678701.000    ,  4.288          
 },{  4678901.000    ,  4.288          
 },{  4679101.000    ,  4.287          
 },{  4679401.000    ,  4.288          
 },{  4679601.000    ,  4.288          
 },{  4679801.000    ,  4.288          
 },{  4680001.000    ,  4.287          
 },{  4680301.000    ,  4.288          
 },{  4680501.000    ,  4.288          
 },{  4680701.000    ,  4.288          
 },{  4681001.000    ,  4.287          
 },{  4681201.000    ,  4.287          
 },{  4681401.000    ,  4.288          
 },{  4681601.000    ,  4.288          
 },{  4681901.000    ,  4.288          
 },{  4682101.000    ,  4.287          
 },{  4682301.000    ,  4.288          
 },{  4682501.000    ,  4.288          
 },{  4682801.000    ,  4.288          
 },{  4683001.000    ,  4.287          
 },{  4683201.000    ,  4.287          
 },{  4683501.000    ,  4.288          
 },{  4683701.000    ,  4.288          
 },{  4683901.000    ,  4.288          
 },{  4684101.000    ,  4.287          
 },{  4684401.000    ,  4.288          
 },{  4684601.000    ,  4.288          
 },{  4684801.000    ,  4.288          
 },{  4685101.000    ,  4.287          
 },{  4685301.000    ,  4.288          
 },{  4685501.000    ,  4.288          
 },{  4685701.000    ,  4.288          
 },{  4686001.000    ,  4.287          
 },{  4686201.000    ,  4.287          
 },{  4686401.000    ,  4.288          
 },{  4686701.000    ,  4.288          
 },{  4686901.000    ,  4.288          
 },{  4687101.000    ,  4.287          
 },{  4687401.000    ,  4.288          
 },{  4687601.000    ,  4.288          
 },{  4687801.000    ,  4.288          
 },{  4688001.000    ,  4.287          
 },{  4688301.000    ,  4.288          
 },{  4688501.000    ,  4.288          
 },{  4688701.000    ,  4.288          
 },{  4688901.000    ,  4.288          
 },{  4689201.000    ,  4.287          
 },{  4689401.000    ,  4.288          
 },{  4689601.000    ,  4.288          
 },{  4689901.000    ,  4.288          
 },{  4690101.000    ,  4.287          
 },{  4690301.000    ,  4.288          
 },{  4690501.000    ,  4.288          
 },{  4690801.000    ,  4.288          
 },{  4691001.000    ,  4.287          
 },{  4691201.000    ,  4.287          
 },{  4691401.000    ,  4.288          
 },{  4691701.000    ,  4.288          
 },{  4691901.000    ,  4.288          
 },{  4692101.000    ,  4.287          
 },{  4692401.000    ,  4.288          
 },{  4692601.000    ,  4.288          
 },{  4692801.000    ,  4.288          
 },{  4693001.000    ,  4.287          
 },{  4693301.000    ,  4.288          
 },{  4693501.000    ,  4.288          
 },{  4693801.000    ,  4.288          
 },{  4694001.000    ,  4.287          
 },{  4694201.000    ,  4.287          
 },{  4694401.000    ,  4.288          
 },{  4694701.000    ,  4.288          
 },{  4694901.000    ,  4.288          
 },{  4695101.000    ,  4.287          
 },{  4695301.000    ,  4.288          
 },{  4695601.000    ,  4.288          
 },{  4695801.000    ,  4.288          
 },{  4696001.000    ,  4.287          
 },{  4696301.000    ,  4.288          
 },{  4696501.000    ,  4.288          
 },{  4696701.000    ,  4.288          
 },{  4696901.000    ,  4.288          
 },{  4697201.000    ,  4.287          
 },{  4697401.000    ,  4.288          
 },{  4697601.000    ,  4.288          
 },{  4697901.000    ,  4.288          
 },{  4698101.000    ,  4.287          
 },{  4698301.000    ,  4.288          
 },{  4698501.000    ,  4.288          
 },{  4698801.000    ,  4.288          
 },{  4699001.000    ,  4.287          
 },{  4699201.000    ,  4.287          
 },{  4699401.000    ,  4.288          
 },{  4699701.000    ,  4.288          
 },{  4699901.000    ,  4.288          
 },{  4700101.000    ,  4.287          
 },{  4700401.000    ,  4.288          
 },{  4700601.000    ,  4.288          
 },{  4700801.000    ,  4.288          
 },{  4701101.000    ,  4.287          
 },{  4701301.000    ,  4.288          
 },{  4701501.000    ,  4.288          
 },{  4701801.000    ,  4.288          
 },{  4702001.000    ,  4.287          
 },{  4702201.000    ,  4.287          
 },{  4702501.000    ,  4.288          
 },{  4702701.000    ,  4.288          
 },{  4702901.000    ,  4.288          
 },{  4703201.000    ,  4.287          
 },{  4703401.000    ,  4.288          
 },{  4703601.000    ,  4.288          
 },{  4703801.000    ,  4.288          
 },{  4704101.000    ,  4.287          
 },{  4704301.000    ,  4.288          
 },{  4704501.000    ,  4.288          
 },{  4704701.000    ,  4.288          
 },{  4705001.000    ,  4.287          
 },{  4705201.000    ,  4.287          
 },{  4705401.000    ,  4.288          
 },{  4705701.000    ,  4.288          
 },{  4705901.000    ,  4.288          
 },{  4706101.000    ,  4.287          
 },{  4706301.000    ,  4.288          
 },{  4706601.000    ,  4.288          
 },{  4706801.000    ,  4.288          
 },{  4707001.000    ,  4.287          
 },{  4707201.000    ,  4.287          
 },{  4707501.000    ,  4.288          
 },{  4707701.000    ,  4.288          
 },{  4707901.000    ,  4.288          
 },{  4708201.000    ,  4.287          
 },{  4708401.000    ,  4.288          
 },{  4708601.000    ,  4.288          
 },{  4708901.000    ,  4.288          
 },{  4709101.000    ,  4.287          
 },{  4709301.000    ,  4.288          
 },{  4709501.000    ,  4.288          
 },{  4709801.000    ,  4.288          
 },{  4710001.000    ,  4.287          
 },{  4710201.000    ,  4.287          
 },{  4710401.000    ,  4.288          
 },{  4710701.000    ,  4.288          
 },{  4710901.000    ,  4.288          
 },{  4711101.000    ,  4.287          
 },{  4711301.000    ,  4.288          
 },{  4711601.000    ,  4.288          
 },{  4711801.000    ,  4.288          
 },{  4712001.000    ,  4.287          
 },{  4712301.000    ,  4.288          
 },{  4712501.000    ,  4.288          
 },{  4712701.000    ,  4.288          
 },{  4712901.000    ,  4.288          
 },{  4713201.000    ,  4.287          
 },{  4713401.000    ,  4.288          
 },{  4713601.000    ,  4.288          
 },{  4713901.000    ,  4.288          
 },{  4714101.000    ,  4.287          
 },{  4714301.000    ,  4.288          
 },{  4714501.000    ,  4.288          
 },{  4714801.000    ,  4.288          
 },{  4715001.000    ,  4.287          
 },{  4715301.000    ,  4.288          
 },{  4715501.000    ,  4.288          
 },{  4715701.000    ,  4.288          
 },{  4715901.000    ,  4.288          
 },{  4716201.000    ,  4.287          
 },{  4716401.000    ,  4.288          
 },{  4716601.000    ,  4.288          
 },{  4716901.000    ,  4.288          
 },{  4717101.000    ,  4.287          
 },{  4717301.000    ,  4.288          
 },{  4717501.000    ,  4.288          
 },{  4717801.000    ,  4.288          
 },{  4718001.000    ,  4.287          
 },{  4718201.000    ,  4.287          
 },{  4718501.000    ,  4.288          
 },{  4718701.000    ,  4.288          
 },{  4718901.000    ,  4.288          
 },{  4719101.000    ,  4.287          
 },{  4719401.000    ,  4.288          
 },{  4719601.000    ,  4.288          
 },{  4719801.000    ,  4.288          
 },{  4720001.000    ,  4.287          
 },{  4720301.000    ,  4.288          
 },{  4720501.000    ,  4.288          
 },{  4720701.000    ,  4.288          
 },{  4721001.000    ,  4.287          
 },{  4721201.000    ,  4.287          
 },{  4721401.000    ,  4.288          
 },{  4721601.000    ,  4.288          
 },{  4721901.000    ,  4.288          
 },{  4722101.000    ,  4.287          
 },{  4722401.000    ,  4.288          
 },{  4722601.000    ,  4.288          
 },{  4722801.000    ,  4.288          
 },{  4723101.000    ,  4.287          
 },{  4723301.000    ,  4.288          
 },{  4723501.000    ,  4.288          
 },{  4723701.000    ,  4.288          
 },{  4724001.000    ,  4.287          
 },{  4724201.000    ,  4.287          
 },{  4724401.000    ,  4.288          
 },{  4724701.000    ,  4.288          
 },{  4724901.000    ,  4.288          
 },{  4725101.000    ,  4.287          
 },{  4725301.000    ,  4.288          
 },{  4725501.000    ,  4.288          
 },{  4725801.000    ,  4.288          
 },{  4726001.000    ,  4.287          
 },{  4726201.000    ,  4.287          
 },{  4726401.000    ,  4.288          
 },{  4726701.000    ,  4.288          
 },{  4726901.000    ,  4.288          
 },{  4727101.000    ,  4.287          
 },{  4727301.000    ,  4.288          
 },{  4727601.000    ,  4.288          
 },{  4727801.000    ,  4.288          
 },{  4728001.000    ,  4.287          
 },{  4728201.000    ,  4.287          
 },{  4728501.000    ,  4.288          
 },{  4728701.000    ,  4.288          
 },{  4728901.000    ,  4.288          
 },{  4729201.000    ,  4.287          
 },{  4729401.000    ,  4.288          
 },{  4729601.000    ,  4.288          
 },{  4729901.000    ,  4.288          
 },{  4730101.000    ,  4.287          
 },{  4730301.000    ,  4.288          
 },{  4730601.000    ,  4.288          
 },{  4730801.000    ,  4.288          
 },{  4731001.000    ,  4.287          
 },{  4731201.000    ,  4.287          
 },{  4731501.000    ,  4.288          
 },{  4731701.000    ,  4.288          
 },{  4731901.000    ,  4.288          
 },{  4732201.000    ,  4.287          
 },{  4732401.000    ,  4.288          
 },{  4732601.000    ,  4.288          
 },{  4732801.000    ,  4.288          
 },{  4733101.000    ,  4.287          
 },{  4733301.000    ,  4.288          
 },{  4733501.000    ,  4.288          
 },{  4733701.000    ,  4.288          
 },{  4734001.000    ,  4.287          
 },{  4734201.000    ,  4.287          
 },{  4734401.000    ,  4.288          
 },{  4734701.000    ,  4.288          
 },{  4734901.000    ,  4.288          
 },{  4735101.000    ,  4.287          
 },{  4735301.000    ,  4.288          
 },{  4735601.000    ,  4.288          
 },{  4735801.000    ,  4.288          
 },{  4736001.000    ,  4.287          
 },{  4736301.000    ,  4.288          
 },{  4736501.000    ,  4.288          
 },{  4736801.000    ,  4.288          
 },{  4737001.000    ,  4.287          
 },{  4737201.000    ,  4.287          
 },{  4737501.000    ,  4.288          
 },{  4737701.000    ,  4.288          
 },{  4737901.000    ,  4.288          
 },{  4738201.000    ,  4.287          
 },{  4738401.000    ,  4.288          
 },{  4738601.000    ,  4.288          
 },{  4738801.000    ,  4.288          
 },{  4739101.000    ,  4.287          
 },{  4739301.000    ,  4.288          
 },{  4739501.000    ,  4.288          
 },{  4739701.000    ,  4.288          
 },{  4740001.000    ,  4.287          
 },{  4740201.000    ,  4.287          
 },{  4740401.000    ,  4.288          
 },{  4740701.000    ,  4.288          
 },{  4740901.000    ,  4.288          
 },{  4741101.000    ,  4.287          
 },{  4741301.000    ,  4.288          
 },{  4741601.000    ,  4.288          
 },{  4741801.000    ,  4.288          
 },{  4742001.000    ,  4.287          
 },{  4742301.000    ,  4.288          
 },{  4742501.000    ,  4.288          
 },{  4742701.000    ,  4.288          
 },{  4742901.000    ,  4.288          
 },{  4743201.000    ,  4.287          
 },{  4743401.000    ,  4.288          
 },{  4743601.000    ,  4.288          
 },{  4743901.000    ,  4.288          
 },{  4744101.000    ,  4.287          
 },{  4744301.000    ,  4.288          
 },{  4744601.000    ,  4.288          
 },{  4744801.000    ,  4.288          
 },{  4745001.000    ,  4.287          
 },{  4745201.000    ,  4.287          
 },{  4745501.000    ,  4.288          
 },{  4745701.000    ,  4.288          
 },{  4745901.000    ,  4.288          
 },{  4746201.000    ,  4.287          
 },{  4746401.000    ,  4.288          
 },{  4746601.000    ,  4.288          
 },{  4746801.000    ,  4.288          
 },{  4747101.000    ,  4.287          
 },{  4747301.000    ,  4.288          
 },{  4747501.000    ,  4.288          
 },{  4747801.000    ,  4.288          
 },{  4748001.000    ,  4.287          
 },{  4748201.000    ,  4.287          
 },{  4748401.000    ,  4.288          
 },{  4748701.000    ,  4.288          
 },{  4748901.000    ,  4.288          
 },{  4749101.000    ,  4.287          
 },{  4749301.000    ,  4.288          
 },{  4749601.000    ,  4.288          
 },{  4749801.000    ,  4.288          
 },{  4750001.000    ,  4.287          
 },{  4750301.000    ,  4.288          
 },{  4750501.000    ,  4.288          
 },{  4750701.000    ,  4.288          
 },{  4751001.000    ,  4.287          
 },{  4751201.000    ,  4.287          
 },{  4751401.000    ,  4.288          
 },{  4751701.000    ,  4.288          
 },{  4751901.000    ,  4.288          
 },{  4752101.000    ,  4.287          
 },{  4752301.000    ,  4.288          
 },{  4752601.000    ,  4.288          
 },{  4752801.000    ,  4.288          
 },{  4753001.000    ,  4.287          
 },{  4753301.000    ,  4.288          
 },{  4753501.000    ,  4.288          
 },{  4753701.000    ,  4.288          
 },{  4753901.000    ,  4.288          
 },{  4754201.000    ,  4.287          
 },{  4754401.000    ,  4.288          
 },{  4754601.000    ,  4.288          
 },{  4754801.000    ,  4.288          
 },{  4755101.000    ,  4.287          
 },{  4755301.000    ,  4.288          
 },{  4755501.000    ,  4.288          
 },{  4755801.000    ,  4.288          
 },{  4756001.000    ,  4.287          
 },{  4756201.000    ,  4.287          
 },{  4756401.000    ,  4.288          
 },{  4756701.000    ,  4.288          
 },{  4756901.000    ,  4.288          
 },{  47571me(ms):  5021501.000    ,  4.288          
 },{  5021701.000    ,  4.288          
 },{  5022001.000    ,  4.287          
 },{  5022201.000    ,  4.287          
 },{  5022401.000    ,  4.288          
 },{  5022601.000    ,  4.288          
 },{  5022901.000    ,  4.288          
 },{  5023101.000    ,  4.287          
 },{  5023301.000    ,  4.287          
 },{  5023601.000    ,  4.288          
 },{  5023801.000    ,  4.288          
 },{  5024001.000    ,  4.287          
 },{  5024201.000    ,  4.287          
 },{  5024501.000    ,  4.288          
